Airline,Source,Destination,Duration,Total stops,Date,Departure time,Arrival time,Price
Meerdere maatschappijen,TLV,BKK,38u 20m ,2 stops ,2023-06-01,10:10,4:30,€ 317 
Etihad Airways,TLV,BKK,13u 20m ,1 stop ,2023-06-01,15:00,8:20,€ 414 
Royal Jordanian,TLV,BKK,10u 40m ,1 stop ,2023-06-01,0:35,15:15,€ 418 
Emirates,TLV,BKK,12u 55m ,1 stop ,2023-06-01,19:35,12:30,€ 464 
Emirates,TLV,BKK,13u 45m ,1 stop ,2023-06-01,19:35,13:20,€ 464 
Emirates,TLV,BKK,13u 30m ,1 stop ,2023-06-01,1:45,19:15,€ 464 
Emirates,TLV,BKK,14u 10m ,1 stop ,2023-06-01,13:25,7:35,€ 464 
Emirates,TLV,BKK,14u 50m ,1 stop ,2023-06-01,12:45,7:35,€ 464 
Cathay Pacific,TLV,BKK,15u 25m ,1 stop ,2023-06-01,14:35,10:00,€ 511 
Thai Airways,TLV,BKK,11u 25m ,direct ,2023-06-01,22:35,14:00,€ 628 
Gulf Air,TLV,BKK,19u 15m ,2 stops ,2023-06-01,16:20,15:35,€ 456 
Emirates,TLV,BKK,15u 20m ,1 stop ,2023-06-01,23:55,19:15,€ 464 
Emirates,TLV,BKK,16u 35m ,1 stop ,2023-06-01,11:00,7:35,€ 464 
Ethiopian Air,TLV,BKK,16u 25m ,1 stop ,2023-06-01,15:35,12:00,€ 486 
Cathay Pacific,TLV,BKK,16u 55m ,1 stop ,2023-06-01,14:35,11:30,€ 511 
